CODFILIAL,CHAPA,NOME,FUNCAO,CNES,SECAO,DATAADMISSAO,SITUAÇÃO RM,HORÁRIO,MOTIVOADMISSAO,FILIAL,CARGAMENSAL,CARGASEMANAL,LICINICIO,LICFIM,STATUS,DATADEMISSAO
40,40001160,MALVA COCKELL,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2010-01-07,Af.Previdência,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2023-06-29,,Af.Previdência,
40,40001162,CHARIS SEY,ASSISTENTE SOCIAL,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2011-03-22,Ativo,07:45 - 11:00 - 11:15 - 14:00 (SEG. Á SEX.),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-20,2024-08-20,Af.Previdência,
40,40001163,PET SHIRTCLIFFE,TÉCNICO EM SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2011-09-12,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-07-16,2024-08-14,Férias,
40,40001168,TANIA RONCI,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-09,2024-08-09,Af.Previdência,
40,40001171,FAITH MAUGHAN,COORDENADOR DE EQUIPE DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - CASSIO B. (PAI),2008-07-01,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40001173,DARYL RACHUIG,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001175,AUDRY BROCKMAN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-19,2024-08-19,Af.Previdência,
40,40001176,SIM GARRATT,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2013-08-26,Ativo,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-28,2024-08-30,Af.Previdência,
40,40001177,DAFFIE TINCKNELL,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001178,BOYCE BAWCOCK,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001180,BRANTLEY COKER,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001182,FANNY DEAMER,AGENTE DE PROMOÇÃO AMBIENTAL,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Licença Mater.,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-06-25,2024-10-22,Licença Mater.,
40,40001183,KERRIN KUBEK,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001184,GERHARDINE ROTHERT,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40001185,AMELIA LE FEAVER,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40001186,AARIKA MACGUFFIE,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001188,IVE DELION,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-08-26,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40001191,DANIELE ROWTHORNE,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-09-02,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001192,SANDIE EDGWORTH,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-09-02,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-21,2024-08-21,Af.Previdência,
40,40001192,SANDIE EDGWORTH,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-09-02,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-22,2024-08-24,Atestado,
40,40001192,SANDIE EDGWORTH,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-09-02,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-27,2024-08-28,Af.Previdência,
40,40001193,GERMANA TOMBLINGS,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2013-09-09,Ativo,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001195,NAOMA HAMM,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-10-07,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001199,AUDRE MONTEZ,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2013-11-11,Ativo,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001202,ELNAR CRIM,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2013-11-25,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-16,2024-08-16,Atestado,
40,40001209,ANGELE JEROK,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2014-04-14,Férias,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-12,2024-09-10,Férias,
40,40001216,MARTGUERITA CRINKLEY,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2015-01-12,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2024-07-15,2024-08-13,Férias,
40,40001217,ORSOLA LUCKS,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2015-01-19,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40001223,GRETEL JOUANETON,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2015-09-21,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-16,2024-08-14,Férias,
40,40001224,ADEL RABJOHN,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2015-10-13,Ativo,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-13,2024-08-14,Af.Previdência,
40,40001226,KENNIE CUNDEY,PSICÓLOGO,PERTENCE A EQUIPE MÍNIMA,UBS JOSÉ DE ANCHIETA,2015-10-13,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-21,2024-08-30,Férias,
40,40001237,VITE AVERY,AGENTE REDUTOR DE DANOS,NÃO PERTENCE A EQUIPE MÍNIMA,UAA - MASCULINA PENHA,2013-07-10,Ativo,06:00 - 11:00 - 12:00 - 18:00 (12X36),AUMENTO DE QUADRO,40-PENHA,180,36,,,Ativo,
40,40001243,MILT COURAGE,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,CER PARQUE ARTHUR ALVIM,2010-04-05,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-30,2024-08-30,Af.Previdência,
40,40001243,MILT COURAGE,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,CER PARQUE ARTHUR ALVIM,2010-04-05,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-09-02,2024-09-03,Af.Previdência,
40,40001244,SOFIA WAGENEN,SUPERVISOR ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2008-10-01,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40001246,HAM SCHULE,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2009-03-17,Af.Previdência,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2020-11-20,,Af.Previdência,
40,40001247,ELBERTINE SISSON,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2009-04-17,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2024-07-10,2024-08-08,Férias,
40,40001247,ELBERTINE SISSON,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2009-04-17,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2024-09-03,2024-09-03,Af.Previdência,
40,40001250,GILLI STRONGMAN,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2009-07-15,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,ADMISSAO (NÃO UTILIZAR),40-PENHA,180,36,,,Ativo,
40,40001252,KINGSTON CODRON,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2009-09-21,Apos. por Incapacidade Permanente,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,150,30,2017-01-23,,Apos. por Incapacidade Permanente,
40,40001256,BRENDEN DENTITH,MÉDICO MASTOLOGISTA - HC,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2010-03-11,Ativo,HOR QUA - 12:45 16:00 16:15 19:00/ SAB - 07:00 12:00 13:00 18:00,AUMENTO DE QUADRO,40-PENHA,86,17,,,Ativo,
40,40001257,RANDAL STOLWORTHY,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2010-03-22,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,2024-08-10,2024-08-12,Af.Previdência,
40,40001258,REEBA RIGARDEAU,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2010-04-12,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-20,2024-08-21,Af.Previdência,
40,40001261,ROS DELLENBROKER,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2010-10-05,Ativo,"06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA_x000D_
",REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-01,2024-08-01,Af.Previdência,
40,40001261,ROS DELLENBROKER,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2010-10-05,Ativo,"06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA_x000D_
",REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-12,2024-08-12,Atestado,
40,40001263,GAREK CHESSILL,SUPERVISOR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2010-12-13,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40001266,KRYSTLE MAYHEAD,MÉDICO OFTALMOLOGISTA - HC,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2011-02-14,Ativo,"07:00 - 12:00 - 13:00 - 19:00 (QUA E QUI)_x000D_
",AUMENTO DE QUADRO,40-PENHA,120,24,,,Ativo,
40,40001268,YUL ALDERSEY,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2011-03-10,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-05,2024-08-05,Af.Previdência,
40,40001269,ROG SPRITT,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2011-03-16,Licença s/venc,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2013-04-24,,Licença s/venc,
40,40001276,JANAYE RABBE,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2011-08-09,Ativo,"06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA_x000D_
",REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40001278,SHIR DERISLEY,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,UBS VILA MATILDE,2011-10-03,Férias,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-26,2024-09-14,Férias,
40,40001281,BELLE AMBROSETTI,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2011-10-03,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-26,2024-08-27,Af.Previdência,
40,40001281,BELLE AMBROSETTI,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2011-10-03,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-28,2024-08-30,Atestado,
40,40001281,BELLE AMBROSETTI,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2011-10-03,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-09-02,2024-09-04,Af.Previdência,
40,40001290,HENKA PERRIGO,MÉDICO DERMATOLOGISTA - HC,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2012-09-10,Ativo,SEG QUA SEX - 07:00 10:00 10:15 13:15/ TER E QUI - 13:00 16:00 16:15 19:15/ SAB - 08:00 13:00 14:00,AUMENTO DE QUADRO,40-PENHA,158,31,,,Ativo,
40,40001291,CORNELLE JAGGARD,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2012-11-05,Ativo,19:00 - 01:00 - 02:00 - 07:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40001292,ARYN MAWMAN,AGENTE DE MANUTENÇÃO - ELETRICISTA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2012-03-05,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40001293,MOLLEE SCASE,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-03-11,Ativo,6x1- 06:30 09:30 09:45 12:45,COBERTURA DE AFASTADO,40-PENHA,180,36,2024-07-22,2024-08-20,Férias,
40,40001294,CATHIE BILES,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-04-01,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,COBERTURA DE AFASTADO,40-PENHA,180,36,,,Ativo,
40,40001300,SIB WINHAM,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,CER III PENHA,2013-08-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,2024-08-20,2024-08-21,Atestado,
40,40001304,ROCK MCPHILLIMEY,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-11-04,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,ADMISSAO (NÃO UTILIZAR),40-PENHA,180,36,2024-08-07,2024-08-07,Af.Previdência,
40,40001305,FEODORA GIACOBONI,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-12-02,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2024-08-21,2024-08-21,Atestado,
40,40001308,BOND PIMME,ASSISTENTE SOCIAL,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-09,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,150,30,2024-08-21,2024-08-25,Af.Previdência,
40,40001310,WOOD KLEYN,SUPERVISOR ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-02,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40001311,NOLLY BETTINSON,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-02,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,,,Ativo,
40,40001318,CHRYSTEL BAGGALLEY,FARMACÊUTICO,PERTENCE A EQUIPE MÍNIMA,AMA MAURICE PATE,2013-12-16,Férias,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-08-05,2024-09-03,Férias,
40,40001323,BLAIR FIGURSKI,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-16,Ativo,"06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA_x000D_
",AUMENTO DE QUADRO,40-PENHA,180,36,2024-08-28,2024-08-28,Atestado,
40,40001326,ALISA D'ALMEIDA,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-16,Ativo,09:00 - 11:00 - 11:15 - 15:15 (Conforme escala),AUMENTO DE QUADRO,40-PENHA,180,36,2024-08-01,2024-08-30,Férias,
40,40001329,GIAN FOULSHAM,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-16,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,2024-08-17,2024-08-17,Atestado,
40,40001331,BLANE ELPHEY,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-01-20,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,,,Ativo,
40,40001332,WERNER BASHAM,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-16,Ativo,19:00 - 01:00 - 02:00 - 07:00 (12X36),AUMENTO DE QUADRO,40-PENHA,180,36,,,Ativo,
40,40001337,ELINOR GAMMON,ASSISTENTE SOCIAL,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-01-20,Ativo,TER A SAB - 10:00 13:00 13:15 16:15,AUMENTO DE QUADRO,40-PENHA,150,30,,,Ativo,
40,40001341,FRANS DANKERSLEY,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-02-03,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,2019-11-16,2024-08-27,Af.Previdência,
40,40001344,CHANDAL ERVIN,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-02-03,Demitido,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,,,Atestado,19/08/2024
40,40001344,CHANDAL ERVIN,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-02-03,Demitido,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,2024-08-15,2024-08-17,Atestado,
40,40001344,CHANDAL ERVIN,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-02-03,Demitido,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,AUMENTO DE QUADRO,40-PENHA,180,36,2024-09-04,2024-09-04,Demitidos,
40,40001349,DOLF GRENNAN,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO TRINDADE,2014-04-07,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-12,2024-08-31,Férias,
40,40001350,LEXIS SLAFFORD,ASSISTENTE SOCIAL,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-04-07,Ativo,13:00 - 16:00 - 16:15 - 19:15   (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40001353,HOMER SAINZ,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-04-14,Férias,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-05,2024-09-03,Férias,
40,40001363,AFTON HERNIK,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-08-04,Ativo,19:00 - 01:00 - 02:00 - 07:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40001365,COREY AMEY,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-09-01,Ativo,"06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA_x000D_
",REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40001366,DORY FAUSTIN,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-09-08,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,COBERTURA DE AFASTADO,40-PENHA,180,36,,,Ativo,
40,40001371,HALLI ILLSLEY,MÉDICO NEUROLOGISTA - HC,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-12-02,Ativo,SEX - 07:00 09:45 10:00 13:00,AUMENTO DE QUADRO,40-PENHA,30,6,2024-07-05,2024-08-03,Férias,
40,40001371,HALLI ILLSLEY,MÉDICO NEUROLOGISTA - HC,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2014-12-02,Ativo,SEX - 07:00 09:45 10:00 13:00,AUMENTO DE QUADRO,40-PENHA,30,6,2024-08-08,2024-08-09,Af.Previdência,
