rel_2141_CNES,rel_2141_UNIDADE,rel_2141_NOME,rel_2141_CARGO,rel_2141_DT_ADMISSAO,rel_2141_DT_DEMISSAO,rel_2141_prof_ID,rel_2141_HORARIO,rel_2141_JORNADA,rel_2141_STATUS,LEGAL_ABSENCES
2751933,HOSPITAL DIA PENHA,TILLY VICK,AUXILIAR ADMINISTRATIVO,2015-04-13,,40001390,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,BEAU STOKEY,AUXILIAR ADMINISTRATIVO,2015-06-01,,40001392,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 05/08/2024 a 03/09/2024
2751933,HOSPITAL DIA PENHA,EBONEE SUDDDARD,FARMACEUTICO,2015-07-20,,40001397,15:45 - 19:00 - 19:15 - 22:00 (SEG A DOM.) - CONFORME ESCALA,36,Ativo,
2751933,HOSPITAL DIA PENHA,ANATOL LEGGON,AUXILIAR ADMINISTRATIVO,2015-08-03,,40001398,06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA,36,Af.Previdência,Atestado: 28/07/2024 a 10/08/2024 | Atestado: 14/08/2024 | Atestado: 21/08/2024 | Af.Previdência: A partir de 22/08/2024
2751933,HOSPITAL DIA PENHA,ZEB PETROVSKY,ENFERMEIRO,2013-03-04,,40001402,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,
6194990,AMA CHACARA CRUZEIRO DO SUL,DARB PALLISER,ENFERMEIRO,2013-09-02,,40001404,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,
2751933,HOSPITAL DIA PENHA,GLENDEN HAWTHORN,TECNICO DE ENFERMAGEM,2015-10-05,,40001411,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,
2751933,HOSPITAL DIA PENHA,SLADE EDINBUROUGH,ENFERMEIRO,2015-10-05,,40001412,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Atestado: 01/08/2024 a 08/08/2024 | Férias: 21/08/2024 a 30/08/2024
2751933,HOSPITAL DIA PENHA,CASEY PUTTEN,AUXILIAR ADMINISTRATIVO,2015-10-26,,40001417,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,FREDERIC POPLAND,TECNICO DE ENFERMAGEM,2015-12-07,,40001421,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Férias: 06/08/2024 a 25/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BERTHE STORM,AUXILIAR ADMINISTRATIVO,2016-03-16,,40001435,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Férias: 20/08/2024 a 03/09/2024
2751933,HOSPITAL DIA PENHA,JEPHTHAH ANTHOINE,MEDICO GASTROENTEROLOGISTA,2016-04-05,,40001438,07:00 - 12:00 - 13:00 - 19:00 (TER),12,Ativo,
2751933,HOSPITAL DIA PENHA,LEONTYNE BEEDELL,AUXILIAR ADMINISTRATIVO,2016-04-11,,40001439,06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA,36,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,CORBY WINGEATT,TECNICO DE ENFERMAGEM,2015-01-19,,40001443,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 02/09/2024 a 04/09/2024
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,ANIA MOTTLEY,AUXILIAR ADMINISTRATIVO,2009-04-15,,40001445,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 05/08/2024 a 03/09/2024
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,CARLENE GERRELL,TECNICO DE ENFERMAGEM,2009-07-17,,40001446,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Af.Ac.Trabalho: 23/08/2024
6194990,AMA CHACARA CRUZEIRO DO SUL,VINA FERNANDO,AUXILIAR DE ENFERMAGEM,2016-08-08,,40001452,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,Atestado: 16/08/2024 a 17/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,VIOLANTE PYFFE,SUPERVISOR DE ENFERMAGEM,2013-04-22,,40001456,06:00 - 11:00 - 12:00 - 18:00 (12X36),36,Ativo,
7641974,CER III PENHA,ROZELLA BROUNE,ASSISTENTE ADMINISTRATIVO,2008-10-08,,40001459,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 16/07/2024 a 14/08/2024 | Atestado: 15/08/2024 a 28/08/2024
2787776,UBS JARDIM SAO FRANCISCO,ALMIRE GRAHLMANS,ASSISTENTE SOCIAL,2015-09-02,,40001463,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,
7641974,CER III PENHA,ERNESTO MEADEN,FISIOTERAPEUTA,2016-05-09,,40001471,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,
2787806,UBS JARDIM SAO NICOLAU,AMERY MADGIN,AGENTE COMUNITARIO DE SAUDE,2002-08-12,,40001475,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,FABE GANDY,SUPERVISOR ADMINISTRATIVO,2008-04-08,,40001478,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,OTHILIE PAMPLING,COORDENADOR DE PAVS,2016-05-11,,40001479,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,NEILA HAMPSTEAD,TECNICO FARMACIA,2008-10-15,,40001496,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
9688463,CAPS ALCOOL E DROGAS II CANGAIBA,LEODORA LE CLERCQ,AUXILIAR ADMINISTRATIVO,2016-03-01,,40001503,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,CHANDA JEFFRESS,AUXILIAR DE ENFERMAGEM,2016-03-02,,40001505,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,
7270941,UBS JARDIM MARINGA,RAPHAELA DOMEL,TECNICO DE ENFERMAGEM,2016-03-07,,40001509,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 21/08/2024 a 03/09/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,CARLYE WILSONE,ASSISTENTE ADMINISTRATIVO,2016-03-11,,40001510,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,NEALSON RAMSBY,MEDICO OFTALMOLOGISTA,2014-09-16,,40001515,12:45 - 16:00 - 16:15 - 19:00 (SEX) / 07:00 - 12:00 - 13:00 - 19:00 (SAB),18,Ativo,
2751933,HOSPITAL DIA PENHA,FRANCESCA DOSDILL,MEDICO OTORRINOLARINGOLOGISTA,2016-06-01,,40001530,07:00 - 11:00 - 12:00 - 16:00 (SEG) / 07:00 - 11:00 - 12:00 - 13:15:00 (QUA),14,Ativo,
2752204,EMAD CANGAIBA - DR. CARLOS GENTILE DE MELLO,TORIE MENZIES,MEDICO CLINICO GERAL,2016-06-02,,40001531,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,TRACY TAVINOR,TECNICO FARMACIA,2016-06-20,,40001547,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Atestado: 01/08/2024 | Atestado: 11/08/2024 | Atestado: 19/08/2024
6592899,AMA VILA SILVIA,KENTON ALISHONER,TECNICO FARMACIA,2016-07-04,,40001558,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,BARNABAS BOC,MEDICO GINECOLOGISTA,2011-08-01,,40001560,11:30 - 13:00 - 13:15 - 16:45 (SEG A QUI),20,Ativo,
2752204,EMAD CANGAIBA - DR. CARLOS GENTILE DE MELLO,KYLA KONIG,FISIOTERAPEUTA,2010-01-18,,40001561,07:30 - 10:00 - 10:15 - 13:45 (SEG A SEX),30,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,BORD CROYSER,ENFERMEIRO ESF,2016-07-04,,40001562,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Af.Previdência,Atestado (Acima de 15 dias): 01/08/2024 a 27/05/2025
7270941,UBS JARDIM MARINGA,CORNY SHENFISH,AGENTE COMUNITARIO DE SAUDE,2016-07-04,,40001565,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 22/08/2024 a 26/08/2024
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,BOBBY CREPEL,ASSISTENTE ADMINISTRATIVO,2016-08-15,,40001589,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 31/07/2024 a 14/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,VALERYE FRIGOT,ENFERMEIRO,2016-09-05,2024-08-19,40001593,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Demitido,Atestado: 15/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,JULIANN ROOKEBY,AUXILIAR DE ENFERMAGEM,2016-09-05,,40001600,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Atestado: 18/08/2024 | Atestado: 26/08/2024 a 29/08/2024
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,UTA RIMBAULT,ASSISTENTE ADMINISTRATIVO,2009-03-18,,40001601,07:30 - 12:00 - 13:00 - 16:30 (SEG A SEX),40,Ativo,Atestado: 27/08/2024 a 28/08/2024
7270941,UBS JARDIM MARINGA,TULLEY DAHMKE,FARMACEUTICO,2016-09-05,,40001604,14:00 - 16:00 - 16:15 - 20:15 (SEG A SEX),30,Af.Previdência,Af.Previdência: A partir de 16/10/2023
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,EDVARD TRIMME,AGENTE COMUNITARIO DE SAUDE,2016-09-05,,40001605,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,ALEXANDRO OWNSWORTH,AUXILIAR DE ENFERMAGEM,2016-09-05,,40001615,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,Atestado: 16/08/2024
6194990,UBS CHACARA CRUZEIRO DO SUL,BARYRAM GROSVENER,AUXILIAR ADMINISTRATIVO,2016-09-05,,40001616,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2029626,CAPS ADULTO III VILA MATILDE,ALLISSA BLOWES,OFICINEIRO,2016-09-05,,40001625,13:00 - 17:00 (SEG A SEX),20,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,NAP CHESWORTH,AGENTE COMUNITARIO DE SAUDE,2016-09-06,,40001637,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2029626,SRT PENHA - MISTA,HARDY KLAIN,ACOMPANHANTE COMUNITARIO,2016-09-19,,40001657,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,
2029626,SRT PENHA - MISTA,LARA DUHIG,ACOMPANHANTE COMUNITARIO,2016-09-19,,40001658,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,
2786729,UBS A. E. DE CARVALHO,ANNALEE GIEREK,DENTISTA CLINICO,2016-10-03,,40001666,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 02/08/2024 | Atestado: 21/08/2024
2751933,HOSPITAL DIA PENHA,MAURIZIO PLUMB,AUXILIAR ADMINISTRATIVO,2016-10-03,,40001672,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,ADELHEID STEANYNG,MEDICO PEDIATRA,2016-10-03,,40001675,12:45 - 16:00 - 16:15 - 18:00 (SEG. A QUI.),20,Ativo,
2027070,UBS PADRE MANOEL DA NOBREGA,CYNDIE BAIRNSFATHER,AUXILIAR ADMINISTRATIVO,2016-10-03,,40001677,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,DAREN THORMWELL,FARMACEUTICO,2016-10-11,,40001693,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,ALFREDO FAIRCLIFF,AUXILIAR ADMINISTRATIVO,2016-10-17,,40001694,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,
2789043,UBS VILA MATILDE,LILA EMES,ENFERMEIRO,2016-11-01,,40001701,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2752204,CONSULTORIO DE RUA - CANGAIBA - DR. CARLOS GENTILE DE MELLO,TIMMY LAMBLOT,ENFERMEIRO ESPECIALISTA,2016-11-01,,40001705,07:00 11:00 12:00 16:00 - CONFORME ESCALA,40,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,WILLETTA METHLEY,AUXILIAR ADMINISTRATIVO,2016-11-01,,40001710,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,Af.Previdência: A partir de 26/03/2019
6592899,UBS VILA SILVIA,ANGY MCCLIFFERTY,AUXILIAR ADMINISTRATIVO,2016-11-21,,40001714,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,
7641974,CER III PENHA,VASSILY CARELESS,PSICOLOGO,2016-12-05,,40001721,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 15/07/2024 a 03/08/2024
2786753,UBS DR. ANTONIO P. F. VILALLOBO,WAY DIBNAH,AGENTE COMUNITARIO DE SAUDE,2016-12-05,,40001724,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
6592899,AMA VILA SILVIA,HOBARD BURNITT,AUXILIAR ADMINISTRATIVO,2016-12-12,,40001726,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,
3304566,CAPS ALCOOL E DROGAS III PENHA,TABBIE SHEREL,AUXILIAR ADMINISTRATIVO,2017-01-02,,40001736,06:00 - 11:00 - 12:00 - 15:00 (SEG A SEX),40,Ativo,
2027070,AMA PADRE MANOEL DA NOBREGA,BRIETTA MULRAN,AUXILIAR ADMINISTRATIVO,2017-01-02,,40001738,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,DARON GHERARDI,AUXILIAR DE ENFERMAGEM,2017-01-02,,40001744,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,Atestado: 02/08/2024 a 05/08/2024 | Atestado: 27/08/2024 a 31/08/2024
2789043,UBS VILA MATILDE,CONSTANTA MILKSOP,AUXILIAR ADMINISTRATIVO,2017-01-16,,40001748,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Férias: 26/08/2024 a 14/09/2024
7270941,UBS JARDIM MARINGA,MARILYN KINNOCK,TECNICO DE ENFERMAGEM,2017-01-16,,40001752,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,KATHARYN WILBER,GERENTE DE UNIDADE DE SAUDE,2017-01-18,,40001754,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
4049926,UBS JOSE DE ANCHIETA,JANENNA GAJEWSKI,EDUCADOR FISICO,2017-02-06,,40001762,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2029626,SRT PENHA - MISTA,MASSIMILIANO JEANS,ACOMPANHANTE COMUNITARIO,2017-02-06,,40001764,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,
7270941,UBS JARDIM MARINGA,JACQUENETTA AXELBEY,AGENTE COMUNITARIO DE SAUDE,2017-03-06,,40001784,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2029626,CAPS ADULTO III VILA MATILDE,ARLANA MERRIOTT,AUXILIAR DE ENFERMAGEM,2017-03-06,,40001786,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Atestado: 22/08/2024 a 24/08/2024
6592899,UBS VILA SILVIA,DYANNA BENARDET,ASSISTENTE SOCIAL,2017-03-20,,40001791,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,Férias: 10/07/2024 a 08/08/2024
2751933,HOSPITAL DIA PENHA,SAYER CURD,AUXILIAR ADMINISTRATIVO,2017-04-10,,40001798,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,Atestado: 12/08/2024 a 13/08/2024
2786753,UBS DR. ANTONIO P. F. VILALLOBO,LUCIA DAAL,AGENTE COMUNITARIO DE SAUDE,2017-04-04,,40001801,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,DEVIN CUERDALE,MEDICO GERIATRA,2017-04-05,,40001803,07:00 - 11:00 - 12:00 - 16:00 (QUA. E QUI.),18,Ativo,
2787776,UBS JARDIM SAO FRANCISCO,THOR BINNELL,ASSISTENTE ADMINISTRATIVO,2017-04-10,,40001807,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2787776,UBS JARDIM SAO FRANCISCO,RODRIQUE METHINGAM,TECNICO DE ENFERMAGEM,2017-06-12,,40001820,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,BARNY SKIDMORE,AUXILIAR ADMINISTRATIVO,2017-05-08,,40001825,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,Férias: 19/08/2024 a 02/09/2024
2027070,UBS PADRE MANOEL DA NOBREGA,VANYA MACDIARMID,AUXILIAR DE ENFERMAGEM,2017-05-08,,40001826,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,Atestado: 31/07/2024 a 03/08/2024 | Atestado: 27/08/2024 a 28/08/2024
2027070,UBS PADRE MANOEL DA NOBREGA,ROCHELLA MARJANSKI,ASSISTENTE ADMINISTRATIVO,2017-05-08,,40001827,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2786729,UBS A. E. DE CARVALHO,PIGGY KINGDOM,AGENTE COMUNITARIO DE SAUDE,2017-06-05,,40001828,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 31/07/2024 a 01/08/2024 | Atestado: 03/08/2024 a 07/08/2024 | Atestado: 21/08/2024
2786729,UBS A. E. DE CARVALHO,LIONELLO SPEEKS,AGENTE COMUNITARIO DE SAUDE,2017-06-05,,40001841,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,Licença Mater.: 18/07/2024 a 14/11/2024
6592899,UBS VILA SILVIA,MORISSA MESANT,AUXILIAR ADMINISTRATIVO,2017-06-12,,40001850,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 26/08/2024 a 27/08/2024 | Atestado: 29/08/2024 a 03/09/2024
2042827,AMA JARDIM NORDESTE - 24 HS,PATRICIA O'FALLONE,AUXILIAR ADMINISTRATIVO,2017-06-19,,40001853,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Atestado: 08/08/2024 | Atestado: 10/08/2024
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,ARDITH DABER,TECNICO DE ENFERMAGEM,2017-07-04,,40001857,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Férias: 05/08/2024 a 19/08/2024 | Atestado: 27/08/2024 a 28/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SILEAS GADIE,AUXILIAR DE ENFERMAGEM,2017-07-03,,40001865,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Atestado: 02/08/2024 | Atestado: 14/08/2024 | Atestado: 03/09/2024
2786753,UBS DR. ANTONIO P. F. VILALLOBO,HEW HUNSTONE,AUXILIAR ADMINISTRATIVO,2017-07-17,,40001870,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,Férias: 17/07/2024 a 05/08/2024
2789043,UBS VILA MATILDE,NORAH HEWES,ENFERMEIRO,2017-08-07,,40001885,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
3304566,UAA - MASCULINA PENHA,BRENA DIBSON,AGENTE REDUTOR DE DANOS,2017-08-07,2024-08-15,40001886,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Demitido,
2788888,UBS EMILIO SANTIAGO,WALLIS ANSCOMBE,FARMACEUTICO,2014-03-17,,40001914,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
7270941,UBS JARDIM MARINGA,IORGOS STONER,FARMACEUTICO,2017-11-06,,40001926,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2786923,UBS CIDADE PATRIARCA,GHERARDO O' HANVEY,DENTISTA CLINICO,2017-11-06,,40001931,07:00 - 11:00 (SEG A SEX),20,Af.Previdência,Licença Mater.: 01/03/2024 a 25/12/2024
2786729,UBS A. E. DE CARVALHO,VALENTIN OTTAWELL,FARMACEUTICO,2012-06-04,,40001957,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
7270941,UBS JARDIM MARINGA,WALDEMAR WORNER,AGENTE COMUNITARIO DE SAUDE,2017-12-04,,40001959,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 15/08/2024 a 16/08/2024
2027070,AMA PADRE MANOEL DA NOBREGA,TOMA REDBOURN,ENFERMEIRO,2017-09-18,,40001961,08:00 - 11:00 - 11:15 - 14:15 (SEG A SAB),36,Ativo,Atestado: 08/08/2024 a 09/08/2024
2786923,UBS CIDADE PATRIARCA,PINCUS WHITEHEAD,AUXILIAR ADMINISTRATIVO,2017-12-11,,40001965,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,REBECKA DREINI,ASSISTENTE ADMINISTRATIVO,2017-12-11,,40001969,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,JANNA MCWHINNEY,ENFERMEIRO,2017-12-19,,40001979,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Atestado: 04/08/2024 a 08/08/2024
2789043,UBS VILA MATILDE,EMMALYNNE AVANN,AUXILIAR DE ENFERMAGEM,2013-10-01,,40001996,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,Af.Previdência: A partir de 26/07/2019
6592899,UBS VILA SILVIA,ESTELLA PEDRON,AUXILIAR ADMINISTRATIVO,2018-01-15,,40002011,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Férias: 10/07/2024 a 08/08/2024
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,BARBABAS KIMBELL,AUXILIAR ADMINISTRATIVO,2018-01-22,,40002016,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2789043,UBS VILA MATILDE,GARLAND LEVANE,AUXILIAR DE SAUDE BUCAL,2018-02-05,,40002018,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,Férias: 05/08/2024 a 24/08/2024
6194990,UBS CHACARA CRUZEIRO DO SUL,TRINA DOUMERQUE,ASSISTENTE ADMINISTRATIVO,2018-02-05,,40002022,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
6592899,UBS VILA SILVIA,BLITHE BLOSS,AUXILIAR ADMINISTRATIVO,2018-03-05,,40002043,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,Atestado: 31/07/2024 a 04/08/2024
2786729,UBS A. E. DE CARVALHO,HAYLEY OLENICHEV,AGENTE COMUNITARIO DE SAUDE,2018-02-19,,40002044,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,AMOS GENTILE,ENFERMEIRO ESF,2018-03-05,2024-08-04,40002050,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Demitido,
2027070,UBS PADRE MANOEL DA NOBREGA,JADA PETRELLO,AUXILIAR ADMINISTRATIVO,2018-03-19,,40002064,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2787032,UBS ENGENHEIRO TRINDADE,THORNY MARL,AUXILIAR ADMINISTRATIVO,2018-03-19,,40002070,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 06/08/2024 a 04/09/2024
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,FLORENCIA BEARDSHAW,AUXILIAR DE ENFERMAGEM,2018-04-02,,40002072,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,Licença Mater.: 22/04/2024 a 22/10/2024
2752328,UBS PARQUE ARTHUR ALVIM,JERAMIE DEMKO,ENFERMEIRO,2018-03-13,,40002074,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2789043,UBS VILA MATILDE,ILEANE SKOCROFT,AUXILIAR ADMINISTRATIVO,2018-04-02,,40002101,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,NARA THORNEWILL,AGENTE COMUNITARIO DE SAUDE,2018-03-19,,40002104,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,FEDERICO FOLKER,AGENTE COMUNITARIO DE SAUDE,2018-03-19,,40002105,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 12/08/2024 a 13/08/2024
2787806,UBS JARDIM SAO NICOLAU,BERKLY TERSAY,AGENTE COMUNITARIO DE SAUDE,2018-03-20,,40002107,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,GRETTA MACCAHEY,AGENTE COMUNITARIO DE SAUDE,2018-03-19,,40002108,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,GAYE CASTAIGNET,AGENTE COMUNITARIO DE SAUDE,2018-03-19,,40002110,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,SILVAIN MOCKER,AGENTE COMUNITARIO DE SAUDE,2018-03-19,,40002112,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
