rel_2141_CNES,rel_2141_UNIDADE,rel_2141_NOME,rel_2141_CARGO,rel_2141_DT_ADMISSAO,rel_2141_DT_DEMISSAO,rel_2141_prof_ID,rel_2141_HORARIO,rel_2141_JORNADA,rel_2141_STATUS,rel_2141_LICINICIO,rel_2141_LICFIM,rel_2141_AUSENCIA
7270941,UBS JARDIM MARINGA,RAPHAELA DOMEL,TECNICO DE ENFERMAGEM,2016-03-07,,40001509,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-21,2024-09-03,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,TRACY TAVINOR,TECNICO FARMACIA,2016-06-20,,40001547,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-01,2024-08-01,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,TRACY TAVINOR,TECNICO FARMACIA,2016-06-20,,40001547,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-11,2024-08-11,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,TRACY TAVINOR,TECNICO FARMACIA,2016-06-20,,40001547,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-19,2024-08-19,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,BORD CROYSER,ENFERMEIRO ESF,2016-07-04,,40001562,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Af.Previdência,2024-08-01,2025-05-27,Atestado (Acima de 15 dias)
7270941,UBS JARDIM MARINGA,CORNY SHENFISH,AGENTE COMUNITARIO DE SAUDE,2016-07-04,,40001565,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-22,2024-08-26,Atestado
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,BOBBY CREPEL,ASSISTENTE ADMINISTRATIVO,2016-08-15,,40001589,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-31,2024-08-14,Férias
2042827,AMA JARDIM NORDESTE - 24 HS,VALERYE FRIGOT,ENFERMEIRO,2016-09-05,,40001593,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Demitido,2024-08-15,2024-08-15,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,JULIANN ROOKEBY,AUXILIAR DE ENFERMAGEM,2016-09-05,,40001600,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-18,2024-08-18,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,JULIANN ROOKEBY,AUXILIAR DE ENFERMAGEM,2016-09-05,,40001600,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-26,2024-08-29,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,UTA RIMBAULT,ASSISTENTE ADMINISTRATIVO,2009-03-18,,40001601,07:30 - 12:00 - 13:00 - 16:30 (SEG A SEX),40,Ativo,2024-08-27,2024-08-27,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,UTA RIMBAULT,ASSISTENTE ADMINISTRATIVO,2009-03-18,,40001601,07:30 - 12:00 - 13:00 - 16:30 (SEG A SEX),40,Ativo,2024-08-28,2024-08-28,Atestado
7270941,UBS JARDIM MARINGA,TULLEY DAHMKE,FARMACEUTICO,2016-09-05,,40001604,14:00 - 16:00 - 16:15 - 20:15 (SEG A SEX),30,Af.Previdência,2023-10-16,,Af.Previdência
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,ALEXANDRO OWNSWORTH,AUXILIAR DE ENFERMAGEM,2016-09-05,,40001615,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-16,2024-08-16,Atestado
2786729,UBS A. E. DE CARVALHO,ANNALEE GIEREK,DENTISTA CLINICO,2016-10-03,,40001666,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-02,2024-08-02,Atestado
2786729,UBS A. E. DE CARVALHO,ANNALEE GIEREK,DENTISTA CLINICO,2016-10-03,,40001666,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-21,2024-08-21,Atestado
2786753,UBS DR. ANTONIO P. F. VILALLOBO,WILLETTA METHLEY,AUXILIAR ADMINISTRATIVO,2016-11-01,,40001710,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2019-03-26,,Af.Previdência
7641974,CER III PENHA,VASSILY CARELESS,PSICOLOGO,2016-12-05,,40001721,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-15,2024-08-03,Férias
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,DARON GHERARDI,AUXILIAR DE ENFERMAGEM,2017-01-02,,40001744,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,2024-08-02,2024-08-05,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,DARON GHERARDI,AUXILIAR DE ENFERMAGEM,2017-01-02,,40001744,18:00 - 00:00 - 01:00 - 06:00 (ESCALA 12X36),36,Ativo,2024-08-27,2024-08-31,Atestado
2789043,UBS VILA MATILDE,CONSTANTA MILKSOP,AUXILIAR ADMINISTRATIVO,2017-01-16,,40001748,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-26,2024-09-14,Férias
2029626,CAPS ADULTO III VILA MATILDE,ARLANA MERRIOTT,AUXILIAR DE ENFERMAGEM,2017-03-06,,40001786,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-22,2024-08-24,Atestado
6592899,UBS VILA SILVIA,DYANNA BENARDET,ASSISTENTE SOCIAL,2017-03-20,,40001791,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,2024-07-10,2024-08-08,Férias
2751933,HOSPITAL DIA PENHA,SAYER CURD,AUXILIAR ADMINISTRATIVO,2017-04-10,,40001798,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-12,2024-08-13,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,BARNY SKIDMORE,AUXILIAR ADMINISTRATIVO,2017-05-08,,40001825,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-19,2024-09-02,Férias
2027070,UBS PADRE MANOEL DA NOBREGA,VANYA MACDIARMID,AUXILIAR DE ENFERMAGEM,2017-05-08,,40001826,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,2024-07-31,2024-08-03,Atestado
2027070,UBS PADRE MANOEL DA NOBREGA,VANYA MACDIARMID,AUXILIAR DE ENFERMAGEM,2017-05-08,,40001826,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,2024-08-27,2024-08-28,Atestado
2786729,UBS A. E. DE CARVALHO,PIGGY KINGDOM,AGENTE COMUNITARIO DE SAUDE,2017-06-05,,40001828,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-07-31,2024-08-01,Atestado
2786729,UBS A. E. DE CARVALHO,PIGGY KINGDOM,AGENTE COMUNITARIO DE SAUDE,2017-06-05,,40001828,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-03,2024-08-07,Atestado
2786729,UBS A. E. DE CARVALHO,PIGGY KINGDOM,AGENTE COMUNITARIO DE SAUDE,2017-06-05,,40001828,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-21,2024-08-21,Atestado
2786729,UBS A. E. DE CARVALHO,LIONELLO SPEEKS,AGENTE COMUNITARIO DE SAUDE,2017-06-05,,40001841,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,2024-07-18,2024-11-14,Licença Mater.
6592899,UBS VILA SILVIA,MORISSA MESANT,AUXILIAR ADMINISTRATIVO,2017-06-12,,40001850,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-27,Atestado
6592899,UBS VILA SILVIA,MORISSA MESANT,AUXILIAR ADMINISTRATIVO,2017-06-12,,40001850,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-29,2024-09-02,Atestado
6592899,UBS VILA SILVIA,MORISSA MESANT,AUXILIAR ADMINISTRATIVO,2017-06-12,,40001850,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-09-03,2024-09-03,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,PATRICIA O'FALLONE,AUXILIAR ADMINISTRATIVO,2017-06-19,,40001853,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-08,2024-08-08,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,PATRICIA O'FALLONE,AUXILIAR ADMINISTRATIVO,2017-06-19,,40001853,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-10,2024-08-10,Atestado
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,ARDITH DABER,TECNICO DE ENFERMAGEM,2017-07-04,,40001857,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-19,Férias
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,ARDITH DABER,TECNICO DE ENFERMAGEM,2017-07-04,,40001857,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-27,2024-08-28,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SILEAS GADIE,AUXILIAR DE ENFERMAGEM,2017-07-03,,40001865,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-02,2024-08-02,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SILEAS GADIE,AUXILIAR DE ENFERMAGEM,2017-07-03,,40001865,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-14,2024-08-14,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SILEAS GADIE,AUXILIAR DE ENFERMAGEM,2017-07-03,,40001865,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-09-03,2024-09-03,Atestado
2786753,UBS DR. ANTONIO P. F. VILALLOBO,HEW HUNSTONE,AUXILIAR ADMINISTRATIVO,2017-07-17,,40001870,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-07-17,2024-08-05,Férias
2786923,UBS CIDADE PATRIARCA,GHERARDO O' HANVEY,DENTISTA CLINICO,2017-11-06,,40001931,07:00 - 11:00 (SEG A SEX),20,Af.Previdência,2024-03-01,2024-12-25,Licença Mater.
7270941,UBS JARDIM MARINGA,WALDEMAR WORNER,AGENTE COMUNITARIO DE SAUDE,2017-12-04,,40001959,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-15,2024-08-16,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,TOMA REDBOURN,ENFERMEIRO,2017-09-18,,40001961,08:00 - 11:00 - 11:15 - 14:15 (SEG A SAB),36,Ativo,2024-08-08,2024-08-09,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,JANNA MCWHINNEY,ENFERMEIRO,2017-12-19,,40001979,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-04,2024-08-08,Atestado
2789043,UBS VILA MATILDE,EMMALYNNE AVANN,AUXILIAR DE ENFERMAGEM,2013-10-01,,40001996,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2019-07-26,,Af.Previdência
6592899,UBS VILA SILVIA,ESTELLA PEDRON,AUXILIAR ADMINISTRATIVO,2018-01-15,,40002011,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-10,2024-08-08,Férias
2789043,UBS VILA MATILDE,GARLAND LEVANE,AUXILIAR DE SAUDE BUCAL,2018-02-05,,40002018,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-08-05,2024-08-24,Férias
6592899,UBS VILA SILVIA,BLITHE BLOSS,AUXILIAR ADMINISTRATIVO,2018-03-05,,40002043,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-07-31,2024-08-04,Atestado
2787032,UBS ENGENHEIRO TRINDADE,THORNY MARL,AUXILIAR ADMINISTRATIVO,2018-03-19,,40002070,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-06,2024-09-04,Férias
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,FLORENCIA BEARDSHAW,AUXILIAR DE ENFERMAGEM,2018-04-02,,40002072,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2024-04-22,2024-08-19,Licença Mater.
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,FLORENCIA BEARDSHAW,AUXILIAR DE ENFERMAGEM,2018-04-02,,40002072,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2024-08-20,2024-10-22,Licença Mater.
2787806,UBS JARDIM SAO NICOLAU,FEDERICO FOLKER,AGENTE COMUNITARIO DE SAUDE,2018-03-19,,40002105,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-13,Atestado
2787806,UBS JARDIM SAO NICOLAU,RITCHIE MOREINIS,AGENTE COMUNITARIO DE SAUDE,2018-03-19,,40002113,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-05,2024-09-03,Férias
2751933,HOSPITAL DIA PENHA,KIT PURPLE,ENFERMEIRO,2018-04-03,,40002128,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-08-06,2024-08-06,Atestado
2751933,HOSPITAL DIA PENHA,KIT PURPLE,ENFERMEIRO,2018-04-03,,40002128,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-08-29,2024-08-30,Atestado
2787032,UBS ENGENHEIRO TRINDADE,TOBEY LINAY,AUXILIAR DE ENFERMAGEM,2018-04-09,,40002146,06:30 - 10:00 - 10:15 - 12:45 (SEG A SEX),30,Ativo,2024-07-29,2024-08-12,Férias
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,KRISTO GROUVEL,ENFERMEIRO,2018-04-09,,40002153,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),40,Af.Previdência,2024-05-05,2024-09-01,Licença Mater.
2787776,UBS JARDIM SAO FRANCISCO,KEVINA JOSIAH,AGENTE DE PROMOCAO AMBIENTAL,2018-04-16,,40002180,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,2024-05-13,2025-03-08,Licença Mater.
2042827,AMA JARDIM NORDESTE - 24 HS,DELBERT CLAVERING,AUXILIAR DE ENFERMAGEM,2018-04-16,,40002190,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-01,2024-08-01,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,DELBERT CLAVERING,AUXILIAR DE ENFERMAGEM,2018-04-16,,40002190,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-17,2024-08-17,Atestado
2787032,UBS ENGENHEIRO TRINDADE,ADRIEN PENMAN,AUXILIAR ADMINISTRATIVO,2018-04-16,,40002196,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2024-08-01,2024-08-06,Atestado
2787032,UBS ENGENHEIRO TRINDADE,ADRIEN PENMAN,AUXILIAR ADMINISTRATIVO,2018-04-16,,40002196,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2024-08-07,,Af.Previdência
2788888,UBS EMILIO SANTIAGO,ANA MURRAY,AUXILIAR ADMINISTRATIVO,2016-05-02,,40002199,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-09-02,2024-09-06,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,PAGE WAYON,AUXILIAR DE ENFERMAGEM,2018-04-23,,40002205,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-28,2024-08-28,Atestado
2751933,HOSPITAL DIA PENHA,LAUGHTON NEARS,FARMACEUTICO,2018-04-16,,40002207,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-30,2024-09-02,Atestado
2786753,UBS DR. ANTONIO P. F. VILALLOBO,STEPHANI BOURDAS,AGENTE COMUNITARIO DE SAUDE,2018-05-07,,40002220,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-08-14,2024-09-02,Férias
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,DARREL BENN,AUXILIAR ADMINISTRATIVO,2018-05-02,,40002233,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-09,2024-08-09,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,DARREL BENN,AUXILIAR ADMINISTRATIVO,2018-05-02,,40002233,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-25,2024-08-25,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,VIVIYAN SONES,ENFERMEIRO,2018-05-02,,40002234,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-28,2024-09-06,Férias
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,KENDAL TIMMS,AUXILIAR DE ENFERMAGEM,2018-05-14,,40002240,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-06,2024-09-04,Férias
7270941,EMAD / EMAP JARDIM MARINGA,ODILIA CUXSON,FISIOTERAPEUTA,2018-05-07,,40002244,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-02,2024-08-02,Atestado
7270941,EMAD / EMAP JARDIM MARINGA,ODILIA CUXSON,FISIOTERAPEUTA,2018-05-07,,40002244,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-03,2024-08-03,Atestado
7270941,EMAD / EMAP JARDIM MARINGA,ODILIA CUXSON,FISIOTERAPEUTA,2018-05-07,,40002244,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-05,2024-08-05,Atestado
7270941,EMAD / EMAP JARDIM MARINGA,ODILIA CUXSON,FISIOTERAPEUTA,2018-05-07,,40002244,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-08,2024-08-08,Atestado
7270941,EMAD / EMAP JARDIM MARINGA,ODILIA CUXSON,FISIOTERAPEUTA,2018-05-07,,40002244,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-12,2024-08-12,Atestado
7270941,EMAD / EMAP JARDIM MARINGA,ODILIA CUXSON,FISIOTERAPEUTA,2018-05-07,,40002244,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-13,2024-08-13,Atestado
7270941,EMAD / EMAP JARDIM MARINGA,ODILIA CUXSON,FISIOTERAPEUTA,2018-05-07,,40002244,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-23,2024-08-23,Atestado
6592899,UBS VILA SILVIA,MEGGIE BRIARS,AUXILIAR DE SAUDE BUCAL,2018-05-14,,40002250,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2024-07-18,2025-05-13,Licença Mater.
2786753,UBS DR. ANTONIO P. F. VILALLOBO,JOHNNIE GREW,ENFERMEIRO ESF,2018-05-21,,40002261,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2022-11-02,,Af.Previdência
7641974,CER III PENHA,PEBROOK GIDNEY,MEDICO FISIATRA,2018-06-06,,40002271,QUA - 07:00 11:00 12:00 16:00/ QUI E SEX - 07:00 10:00 10:15 13:15,20,Af.Previdência,2024-04-26,2024-08-23,Licença Mater.
7641974,CER III PENHA,PEBROOK GIDNEY,MEDICO FISIATRA,2018-06-06,,40002271,QUA - 07:00 11:00 12:00 16:00/ QUI E SEX - 07:00 10:00 10:15 13:15,20,Af.Previdência,2024-08-24,2024-10-26,Licença Mater.
2751933,HOSPITAL DIA PENHA,LURETTE WRIGGLESWORTH,TECNICO DE ENFERMAGEM,2018-06-04,,40002272,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-08-20,2024-08-20,Atestado
2751933,HOSPITAL DIA PENHA,LURETTE WRIGGLESWORTH,TECNICO DE ENFERMAGEM,2018-06-04,,40002272,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-08-21,2024-08-21,Atestado
2751933,HOSPITAL DIA PENHA,LURETTE WRIGGLESWORTH,TECNICO DE ENFERMAGEM,2018-06-04,,40002272,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-08-22,2024-08-24,Atestado
7270941,UBS JARDIM MARINGA,FITZ GEIKIE,ENFERMEIRO ESF,2018-06-11,,40002280,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),40,Af.Previdência,2024-07-25,2025-05-20,Licença Mater.
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,ASHLIE DUTTERIDGE,AUXILIAR DE ENFERMAGEM,2018-06-04,,40002281,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,2024-07-17,2024-08-15,Férias
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,ASHLIE DUTTERIDGE,AUXILIAR DE ENFERMAGEM,2018-06-04,,40002281,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,2024-08-26,2024-08-27,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,MIRA EISIKOWITZ,AUXILIAR DE SAUDE BUCAL,2018-07-03,,40002284,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-23,2024-08-27,Atestado
2029626,CAPS ADULTO III VILA MATILDE,GARIK PAYLEY,EDUCADOR FISICO,2018-06-18,,40002291,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-05,2024-09-03,Férias
2029626,SRT PENHA - MISTA,HEW LAWLING,ACOMPANHANTE COMUNITARIO,2018-07-03,,40002294,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-07-20,2024-08-03,Férias
2786753,UBS DR. ANTONIO P. F. VILALLOBO,BLITHE MCILWRATH,AUXILIAR ADMINISTRATIVO,2018-06-11,,40002297,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-08-13,2024-08-14,Atestado
2786753,UBS DR. ANTONIO P. F. VILALLOBO,BLITHE MCILWRATH,AUXILIAR ADMINISTRATIVO,2018-06-11,,40002297,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-08-19,2024-09-02,Férias
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,RAFFERTY WHITWHAM,AUXILIAR DE ENFERMAGEM,2018-07-16,,40002324,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2020-11-30,,Af.Previdência
6194990,AMA CHACARA CRUZEIRO DO SUL,CINNAMON MERRINGTON,AUXILIAR ADMINISTRATIVO,2018-08-06,,40002346,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-06,2024-09-04,Férias
2029626,CAPS ADULTO III VILA MATILDE,KERIANNE MURROW,AUXILIAR DE ENFERMAGEM,2018-08-06,,40002359,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-22,2024-09-05,Férias
2788888,UBS EMILIO SANTIAGO,BRANTLEY DREWERY,DENTISTA CLINICO,2018-08-13,,40002373,07:00 - 11:00 (SEG A SEX),20,Ativo,2024-07-22,2024-08-05,Férias
2788888,UBS EMILIO SANTIAGO,BRANTLEY DREWERY,DENTISTA CLINICO,2018-08-13,,40002373,07:00 - 11:00 (SEG A SEX),20,Ativo,2024-09-02,2024-09-04,Atestado
2029626,CAPS ADULTO III VILA MATILDE,BRANA STECKINGS,ENFERMEIRO,2016-05-02,,40002385,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-05,2024-08-19,Férias
2787806,UBS JARDIM SAO NICOLAU,VALERY DANKERSLEY,TECNICO EM SAUDE BUCAL,2018-09-10,,40002417,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2024-06-02,,Af.Previdência
6592899,UBS VILA SILVIA,IVY JEPP,AUXILIAR ADMINISTRATIVO,2018-09-24,,40002436,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-13,2024-08-16,Atestado
6592899,UBS VILA SILVIA,PRISSIE SABINE,AUXILIAR DE ENFERMAGEM,2018-09-25,,40002439,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Af.Previdência,2024-03-04,,Af.Previdência
4049926,UBS JOSE DE ANCHIETA,DELILA WESTERMAN,DENTISTA CLINICO,2018-10-01,,40002445,07:00 - 11:00 (SEG A SEX),20,Ativo,2024-08-26,2024-09-14,Férias
4049926,UBS JOSE DE ANCHIETA,IGOR JARRAD,TECNICO FARMACIA,2018-10-15,,40002466,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2024-05-07,2024-09-03,Licença Mater.
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,CATHY LETHBURY,TECNICO FARMACIA,2018-10-15,,40002471,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-16,2024-08-16,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,CATHY LETHBURY,TECNICO FARMACIA,2018-10-15,,40002471,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-29,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,CATHY LETHBURY,TECNICO FARMACIA,2018-10-15,,40002471,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-30,2024-08-30,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,CATHY LETHBURY,TECNICO FARMACIA,2018-10-15,,40002471,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-02,2024-09-06,Atestado
5268125,AMA MAURICE PATE,EVITA KNOWLDEN,AUXILIAR DE ENFERMAGEM,2009-08-12,,40002480,06:45 - 10:00 - 10:15 - 13:00 (SEG A SAB),36,Af.Previdência,2024-07-31,2024-08-06,Atestado
5268125,AMA MAURICE PATE,EVITA KNOWLDEN,AUXILIAR DE ENFERMAGEM,2009-08-12,,40002480,06:45 - 10:00 - 10:15 - 13:00 (SEG A SAB),36,Af.Previdência,2024-08-07,,Af.Previdência
6592899,UBS VILA SILVIA,JARROD BROADY,AUXILIAR ADMINISTRATIVO,2018-11-05,,40002483,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-03,2024-08-01,Férias
